customId,coverage,hasGlobalHighlights,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,feedLocked,isEditor,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.uniqueTournament.fieldTranslations.nameTranslation.ar,tournament.uniqueTournament.fieldTranslations.nameTranslation.hi,tournament.uniqueTournament.fieldTranslations.nameTranslation.bn,tournament.priority,tournament.id,season.name,season.year,season.editor,season.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.gender,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.national,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.alpha3,homeTeam.country.name,homeTeam.country.slug,homeTeam.entityType,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,homeTeam.fieldTranslations.nameTranslation.ar,homeTeam.fieldTranslations.nameTranslation.ru,homeTeam.fieldTranslations.nameTranslation.hi,homeTeam.fieldTranslations.nameTranslation.bn,homeTeam.fieldTranslations.shortNameTranslation.ar,homeTeam.fieldTranslations.shortNameTranslation.hi,homeTeam.fieldTranslations.shortNameTranslation.bn,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.gender,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.national,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.alpha3,awayTeam.country.name,awayTeam.country.slug,awayTeam.entityType,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,awayTeam.fieldTranslations.nameTranslation.ar,awayTeam.fieldTranslations.nameTranslation.ru,awayTeam.fieldTranslations.nameTranslation.hi,awayTeam.fieldTranslations.nameTranslation.bn,awayTeam.fieldTranslations.shortNameTranslation.ar,awayTeam.fieldTranslations.shortNameTranslation.hi,awayTeam.fieldTranslations.shortNameTranslation.bn,changes.changeTimestamp,winnerCode,hasEventPlayerStatistics,hasEventPlayerHeatMap,awayRedCards,tournament.category.country.alpha2,tournament.category.country.alpha3,tournament.category.country.name,tournament.category.country.slug,tournament.category.alpha2,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.country.alpha2,tournament.uniqueTournament.category.country.alpha3,tournament.uniqueTournament.category.country.name,tournament.uniqueTournament.category.country.slug,tournament.uniqueTournament.category.alpha2,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,homeRedCards,lastPeriod,time.initial,time.max,time.extra,statusTime.prefix,statusTime.initial,statusTime.max,statusTime.timestamp,statusTime.extra,season.seasonCoverageInfo.editorCoverageLevel,roundInfo.name,roundInfo.cupRoundType,homeScore.extra1,homeScore.extra2,homeScore.overtime,awayScore.extra1,awayScore.extra2,awayScore.overtime,tournament.fieldTranslations.nameTranslation.ar,tournament.fieldTranslations.nameTranslation.hi,tournament.fieldTranslations.nameTranslation.bn
RbtcsYCTd,,False,,False,13279841,1738165500,torreense-u23-estoril-praia-u23,False,True,False,"U23 Championship, Championship Round",u23-championship-championship-round,Portugal,portugal,Football,football,1,44,portugal,U23 Liga Revelação,u23-liga-revelacao,Portugal,portugal,Football,football,1,44,portugal,4129,,11341,False,False,,,,0,71300,U23 Liga Revelacao 24/25,24/25,False,64303,4.0,6,1st half,inprogress,Torreense U23,torreense-u23,Torreense U23,M,Football,football,1,2747,TOR,False,True,0,483898,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,,,,,,,,Estoril Praia U23,estoril-praia-u23,Estoril U23,M,Football,football,1,5257,EST,,True,0,295089,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,إشتوريل برايا تحت 23,Эшторил-Прая U23,,,,,,1738163080,,,,,PT,PRT,Portugal,portugal,PT,,,PT,PRT,Portugal,portugal,PT,1.0,0.0,,,,1.0,1.0,,,,,,1738162807.0,"['awayScore.current', 'awayScore.display']",,period1,0.0,2700.0,540.0,,0.0,2700.0,1738162807.0,540.0,,,,,,,,,,,,
UbtnsPxvd,,False,,False,13279842,1738161000,estrela-amadora-u23-benfica-u23,False,True,False,"U23 Championship, Championship Round",u23-championship-championship-round,Portugal,portugal,Football,football,1,44,portugal,U23 Liga Revelação,u23-liga-revelacao,Portugal,portugal,Football,football,1,44,portugal,4129,,11341,False,False,,,,0,71300,U23 Liga Revelacao 24/25,24/25,False,64303,4.0,0,Not started,notstarted,Benfica U23,benfica-u23,Benfica U23,M,Football,football,1,10444,SLB,False,False,0,295094,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,,Бенфика U23,,,,,,Estrela Amadora U23,estrela-amadora-u23,Estrela Amadora U23,M,Football,football,1,3170,EST,True,False,0,426140,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,,,,,,,,0,,,,,PT,PRT,Portugal,portugal,PT,,,PT,PRT,Portugal,portugal,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wLOcsXCTd,,False,,False,13279855,1738084500,academico-viseu-u23-leixoes-sc-u23,False,True,True,"U23 Championship, Relegation Round",u23-championship-relegation-round,Portugal,portugal,Football,football,1,44,portugal,U23 Liga Revelação,u23-liga-revelacao,Portugal,portugal,Football,football,1,44,portugal,4129,,11341,False,True,,,,0,71297,U23 Liga Revelacao 24/25,24/25,False,64303,4.0,100,Ended,finished,Leixoes SC U23,leixoes-sc-u23,Leixoes SC U23,M,Football,football,1,3712,LEI,False,False,0,324321,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,نادي ليتشويس تحت 23,Лейшойнш U23,,,,,,Académico Viseu U23,academico-viseu-u23,Ac. Viseu U23,M,Football,football,1,2979,ACA,True,False,0,483897,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,,,,,,,,1738083465,1.0,,,,PT,PRT,Portugal,portugal,PT,,,PT,PRT,Portugal,portugal,PT,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,1738083462.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",,,,,,,,,,,,,,,,,,,,,,
Ubrcschmc,,True,,True,13279858,1738075500,rio-ave-u23-sc-braga-u23,False,False,False,"U23 Championship, Relegation Round",u23-championship-relegation-round,Portugal,portugal,Football,football,1,44,portugal,U23 Liga Revelação,u23-liga-revelacao,Portugal,portugal,Football,football,1,44,portugal,4129,,11341,False,False,,,,0,71297,U23 Liga Revelacao 24/25,24/25,False,64303,4.0,100,Ended,finished,Rio Ave U23,rio-ave-u23,Rio Ave U23,M,Football,football,1,4116,RIO,,True,0,292852,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,نادي ريو أفي تحت 23,Рио Аве U23,,,,,,SC Braga U23,sc-braga-u23,Braga U23,M,Football,football,1,8104,SCB,True,False,0,292594,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,,Брага,,,,,,1738083396,2.0,,,,PT,PRT,Portugal,portugal,PT,,,PT,PRT,Portugal,portugal,PT,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,1738083392.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1.0,,,,,,,,,,,,,,,,,,,,,
OxvdsWSTd,,False,,True,13279859,1738071900,santa-clara-u23-cd-mafra-u23,False,False,False,"U23 Championship, Relegation Round",u23-championship-relegation-round,Portugal,portugal,Football,football,1,44,portugal,U23 Liga Revelação,u23-liga-revelacao,Portugal,portugal,Football,football,1,44,portugal,4129,,11341,False,True,,,,0,71297,U23 Liga Revelacao 24/25,24/25,False,64303,4.0,100,Ended,finished,Santa Clara U23,santa-clara-u23,Santa Clara U23,M,Football,football,1,3775,SAN,False,True,0,483896,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,,,,,,,,CD Mafra U23,cd-mafra-u23,CD Mafra U23,M,Football,football,1,2482,MAF,,False,0,426139,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,,,,,,,,1738126846,3.0,,,,PT,PRT,Portugal,portugal,PT,,,PT,PRT,Portugal,portugal,PT,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,,,1738080180.0,['cardsCode'],,,,,,,,,,,,,,,,,,,,,,
Cdrcskyfd,,True,,True,13279856,1738140300,sc-farense-u23-portimonense-u23,True,False,False,"U23 Championship, Relegation Round",u23-championship-relegation-round,Portugal,portugal,Football,football,1,44,portugal,U23 Liga Revelação,u23-liga-revelacao,Portugal,portugal,Football,football,1,44,portugal,4129,,11341,True,True,,,,0,71297,U23 Liga Revelacao 24/25,24/25,True,64303,4.0,100,Ended,finished,SC Farense U23,sc-farense-u23,SC Farense U23,M,Football,football,1,3450,FAR,,False,0,388650,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,SC Farense تحت 23,,,,,,,Portimonense U23,portimonense-u23,Portimonense U23,M,Football,football,1,3719,POR,False,True,0,292677,PT,PRT,Portugal,portugal,team,[],#374df5,#374df5,#ffffff,نادي بورتيمونينسي تحت 23,Портимоненси U23,,,,,,1738155061,1.0,,,,PT,PRT,Portugal,portugal,PT,,,PT,PRT,Portugal,portugal,PT,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,,,1738152480.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime']",,,,,,,,,,,,,,,,,,,,,,
lXsBS,,True,,True,13197506,1738098000,hamilton-academical-raith-rovers,False,False,True,Championship,championship,Scotland,scotland,Football,football,1,22,scotland,Scottish Championship,championship,Scotland,scotland,Football,football,1,22,scotland,4971,True,206,True,False,,,,0,55,Championship 24/25,24/25,True,62411,15.0,100,Ended,finished,Hamilton Academical,hamilton-academical,Hamilton,M,Football,football,1,3116,HAM,,True,0,2376,SX,SCO,Scotland,scotland,team,[],#374df5,#374df5,#ffffff,,Гамильтон Академикал,,,,,,Raith Rovers,raith-rovers,Raith Rovers,M,Football,football,1,4827,RAI,,True,0,2361,SX,SCO,Scotland,scotland,team,[],#374df5,#374df5,#ffffff,,Рейт Роверс,,,,,,1738100154,2.0,,,,SX,SCO,Scotland,scotland,SX,#212759,#d5a914,SX,SCO,Scotland,scotland,SX,1.0,0.0,1.0,0.0,1.0,3.0,3.0,4.0,0.0,4.0,,,1738097280.0,"['status.code', 'status.description', 'status.type']",,,,,,,,,,,,,,,,,,,,,,
wXxQBF,,True,,True,13343736,1738102500,bonnyrigg-rose-stranraer,False,True,True,League Two,league-two,Scotland,scotland,Football,football,1,22,scotland,Scottish League Two,league-two,Scotland,scotland,Football,football,1,22,scotland,1552,,209,True,True,,,,0,57,League 2 24/25,24/25,False,62487,20.0,100,Ended,finished,Bonnyrigg Rose,bonnyrigg-rose,Bonnyrigg Rose,M,Football,football,1,953,BRS,,True,0,76341,SX,SCO,Scotland,scotland,team,[],#374df5,#374df5,#ffffff,بونيريج روز,Бонниригг Роус,,,,,,Stranraer,stranraer,Stranraer,M,Football,football,1,873,STR,,True,0,2371,SX,SCO,Scotland,scotland,team,[],#374df5,#374df5,#ffffff,,Странраер,,,,,,1738100061,1.0,,,,SX,SCO,Scotland,scotland,SX,,,SX,SCO,Scotland,scotland,SX,4.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,,,1738097100.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",,,,,,,,,,,3.0,,,,,,,,,,,
EXsxltb,,True,,True,13194479,1738098000,east-kilbride-queens-park-fc,False,True,True,Challenge Cup,challenge-cup,Scotland,scotland,Football,football,1,22,scotland,Scottish Challenge Cup,challenge-cup,Scotland,scotland,Football,football,1,22,scotland,979,True,331,False,True,,,,0,1520,Challenge Cup 24/25,24/25,True,63699,28.0,110,AET,finished,Queen's Park FC,queens-park-fc,Queen's Park,M,Football,football,1,3750,QUE,True,True,0,2379,SX,SCO,Scotland,scotland,team,[],#374df5,#374df5,#ffffff,كوينز بارك إف سي,Куинс Парк,,,,,,East Kilbride,east-kilbride,East Kilbride,M,Football,football,1,1247,EKI,,True,0,170622,SX,SCO,Scotland,scotland,team,[],#374df5,#374df5,#ffffff,,Ист Килбрайд,,,,,,1738134221,1.0,,,,SX,SCO,Scotland,scotland,SX,,,SX,SCO,Scotland,scotland,SX,6.0,6.0,2.0,1.0,3.0,3.0,2.0,3.0,0.0,3.0,,,1738101780.0,"['homeScore.period2', 'homeScore.normaltime']",,,,,,,,,,,,Semifinals,2.0,3.0,1.0,4.0,0.0,0.0,0.0,,,
dbdgjAn,,True,1.0,True,13270253,1738188000,peru-u20-uruguay-u20,True,True,True,"U20 CONMEBOL Championship, Group A",u20-conmebol-championship-group-a,South America,south-america,Football,football,1,1470,south-america,U20 CONMEBOL Championship,u20-conmebol-championship,South America,south-america,Football,football,1,1470,south-america,11839,,632,True,False,,,,0,10065,U20 CONMEBOL Ch.ship 2025,2025,True,68914,4.0,0,Not started,notstarted,Uruguay U20,uruguay-u20,Uruguay U20,M,Football,football,1,7272,URU,False,True,0,7553,UY,URY,Uruguay,uruguay,team,[],#374df5,#374df5,#ffffff,الأوروغواي تحت 20,Уругвай U20,,,,,,Peru U20,peru-u20,Peru U20,M,Football,football,1,2836,PER,False,False,0,33759,PE,PER,Peru,peru,team,[],#374df5,#374df5,#ffffff,البيرو تحت 20,Перу U20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gejscAn,,False,1.0,False,13293518,1738201500,venezuela-u20-paraguay-u20,False,False,True,"U20 CONMEBOL Championship, Group A",u20-conmebol-championship-group-a,South America,south-america,Football,football,1,1470,south-america,U20 CONMEBOL Championship,u20-conmebol-championship,South America,south-america,Football,football,1,1470,south-america,11839,,632,False,False,,,,0,10065,U20 CONMEBOL Ch.ship 2025,2025,False,68914,4.0,0,Not started,notstarted,Paraguay U20,paraguay-u20,Paraguay U20,M,Football,football,1,1778,PAR,True,True,0,22706,PY,PRY,Paraguay,paraguay,team,[],#374df5,#374df5,#ffffff,الباراغواي تحت 20,Парагвай U20,,,,,,Venezuela U20,venezuela-u20,Venezuela U20,M,Football,football,1,3197,VEN,True,True,0,33760,VE,VEN,Venezuela,venezuela,team,[],#374df5,#374df5,#ffffff,فنزويلا تحت 20,Венесуэла U20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qdjbgAn,,False,1.0,True,13270263,1738100700,bolivia-u20-argentina-u20,False,False,True,"U20 CONMEBOL Championship, Group B",u20-conmebol-championship-group-b,South America,south-america,Football,football,1,1470,south-america,U20 CONMEBOL Championship,u20-conmebol-championship,South America,south-america,Football,football,1,1470,south-america,11839,,632,True,False,,,,0,10066,U20 CONMEBOL Ch.ship 2025,2025,True,68914,3.0,100,Ended,finished,Argentina U20,argentina-u20,Argentina U20,M,Football,football,1,26496,ARG,False,True,0,22666,AR,ARG,Argentina,argentina,team,[],#374df5,#374df5,#ffffff,الأرجنتين تحت 20,Аргентина U20,,,,,,Bolivia U20,bolivia-u20,Bolivia U20,M,Football,football,1,1250,BOL,True,False,0,33756,BO,BOL,Bolivia,bolivia,team,[],#374df5,#374df5,#ffffff,بوليفيا تحت 20,Боливия U20,,,,,,1738104817,1.0,False,False,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,1738101800.0,"['status.code', 'status.description', 'status.type']",,,,,,,,,,,,,,,,,,,,,,
hAnmiAn,,False,1.0,False,13123311,1738099800,ecuador-u20-colombia-u20,False,False,True,"U20 CONMEBOL Championship, Group B",u20-conmebol-championship-group-b,South America,south-america,Football,football,1,1470,south-america,U20 CONMEBOL Championship,u20-conmebol-championship,South America,south-america,Football,football,1,1470,south-america,11839,,632,True,False,,,,0,10066,U20 CONMEBOL Ch.ship 2025,2025,True,68914,3.0,100,Ended,finished,Colombia U20,colombia-u20,Colombia U20,M,Football,football,1,9519,COL,False,True,0,33757,CO,COL,Colombia,colombia,team,[],#374df5,#374df5,#ffffff,كولومبيا تحت 20,Колумбия U20,,,,,,Ecuador U20,ecuador-u20,Ecuador U20,M,Football,football,1,4359,ECU,False,True,0,33758,EC,ECU,Ecuador,ecuador,team,[],#374df5,#374df5,#ffffff,الإكوادور تحت 20,Эквадор U20,,,,,,1738113836,1.0,False,True,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,1738110816.0,"['status.code', 'status.description', 'status.type']",,,,,,,,,,,,,,,,,,,,,,
dOrsqRy,,True,,False,13317687,1738152900,avenir-sportif-de-gabes-cs-sfaxien,True,False,False,Ligue 1,ligue-1,Tunisia,tunisia,Football,football,1,378,tunisia,Tunisian Ligue Professionnelle 1,ligue-1,Tunisia,tunisia,Football,football,1,378,tunisia,10025,,984,False,False,,,,0,4295,Ligue 1 24/25,24/25,False,65503,16.0,100,Ended,finished,CS Sfaxien,cs-sfaxien,Sfaxien,M,Football,football,1,12274,CSS,True,True,0,44463,TN,TUN,Tunisia,tunisia,team,[],#374df5,#374df5,#ffffff,النادي الرياضي الصفاقسي,Клуб Спортиф Сфаксьен,,,,,,Avenir Sportif De Gabes,avenir-sportif-de-gabes,AS Gabès,M,Football,football,1,1183,GAB,,False,0,59616,TN,TUN,Tunisia,tunisia,team,[],#374df5,#374df5,#ffffff,,,,,,,,1738162694,1.0,,,,TN,TUN,Tunisia,tunisia,TN,,,TN,TUN,Tunisia,tunisia,TN,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,,,1738159680.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime']",2.0,,,,,,,,,,1.0,,,,,,,,,,,
DRysZHRp,,True,,True,13317690,1738154700,us-tataouine-esperance-tunis,False,True,False,Ligue 1,ligue-1,Tunisia,tunisia,Football,football,1,378,tunisia,Tunisian Ligue Professionnelle 1,ligue-1,Tunisia,tunisia,Football,football,1,378,tunisia,10025,,984,False,True,,,,0,4295,Ligue 1 24/25,24/25,True,65503,16.0,100,Ended,finished,US Tataouine,us-tataouine,Tataouine,M,Football,football,1,1699,TAT,,False,0,231649,TN,TUN,Tunisia,tunisia,team,[],#374df5,#374df5,#ffffff,اتحاد تطاوين,,,,,,,Espérance Tunis,esperance-tunis,Espérance,M,Football,football,1,90112,EST,False,False,0,59628,TN,TUN,Tunisia,tunisia,team,[],#374df5,#374df5,#ffffff,الترجي التونسي,Эсперанс Спортив,एस्पेरांस ट्यूनिस,এস্পেরেন্স তিউনিস,الترجي,एस्पेरांस,এস্পেরেন্স,1738162836,2.0,,,,TN,TUN,Tunisia,tunisia,TN,,,TN,TUN,Tunisia,tunisia,TN,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,,,1738159920.0,"['status.code', 'status.description', 'status.type']",,,,,,,,,,,1.0,,,,,,,,,,,
QkGbaFdZc,,True,,True,13391228,1738066500,gfk-sloven-ruma-fk-loznica,False,False,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,33884,True,853,True,True,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস,0,86,Club Friendly Games 2025,2025,False,69580,1.0,100,Ended,finished,FK Loznica,fk-loznica,Loznica,M,Football,football,1,536,LOZ,,True,0,203041,RS,SRB,Serbia,serbia,team,[],#374df5,#374df5,#ffffff,,,,,,,,GFK Sloven Ruma,gfk-sloven-ruma,Sloven Ruma,M,Football,football,1,517,GSR,,True,0,372680,RS,SRB,Serbia,serbia,team,[],#374df5,#374df5,#ffffff,,,,,,,,1738072192,3.0,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,1738069320.0,"['status.code', 'status.description', 'status.type']",,,,,,,,,,,,,,,,,,,,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস
vBswQ,,True,,True,13392508,1738080000,hillerod-naestved-boldklub,True,True,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,33884,True,853,False,False,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস,0,86,Club Friendly Games 2025,2025,False,69580,1.0,100,Ended,finished,Hillerød,hillerod,Hillerød,M,Football,football,1,4765,HIL,,True,0,1371,DK,DNK,Denmark,denmark,team,[],#374df5,#374df5,#ffffff,,Хиллерёд,,,,,,Næstved Boldklub,naestved-boldklub,Næstved,M,Football,football,1,2462,NAE,True,True,0,1320,DK,DNK,Denmark,denmark,team,[],#374df5,#374df5,#ffffff,,Нествед,,,,,,1738077690,2.0,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,,,1738074900.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime']",,,,,,,,,,,,,,,,,,,,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস
knsYPrc,,True,,True,13393528,1738083600,fc-kryvbas-kryvyi-rih-tromso-il,True,False,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,33884,False,853,True,True,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস,0,86,Club Friendly Games 2025,2025,False,69580,1.0,100,Ended,finished,FC Kryvbas Kryvyi Rih,fc-kryvbas-kryvyi-rih,Kryvbas,M,Football,football,1,7579,KRY,False,True,0,294048,UA,UKR,Ukraine,ukraine,team,[],#374df5,#374df5,#ffffff,,Кривбасс Кривой Рог,,,,,,Tromsø IL,tromso-il,Tromsø,M,Football,football,1,11979,TIL,,True,0,660,NO,NOR,Norway,norway,team,[],#374df5,#374df5,#ffffff,ترومسو,ФК Тромсе,,,,,,1738082927,3.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1738080125.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",,,,,,,,,,,,,,,,,,,,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস
YAsrFr,,True,,True,13392509,1738082700,fa-2000-boldklubben-af-1893,False,True,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,33884,False,853,False,False,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস,0,86,Club Friendly Games 2025,2025,False,69580,1.0,100,Ended,finished,Boldklubben af 1893,b-93-kopenhagen,B 93,M,Football,football,1,4575,B93,True,True,0,1298,DK,DNK,Denmark,denmark,team,[],#374df5,#374df5,#ffffff,,Б93 Копенгаген,,,,,,FA 2000,fa-2000,FA 2000,M,Football,football,1,1614,FA,,True,0,44017,DK,DNK,Denmark,denmark,team,[],#374df5,#374df5,#ffffff,فا ٢٠٠٠,ФА 2000,,,,,,1738091824,1.0,,,,,,,,,,,,,,,,5.0,5.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,,,1738089600.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime']",,,,,,,,,,,,,,,,,,,,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস
aRsaCc,,True,,False,13391227,1738084500,sc-retz-sr-donaufeld,False,False,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,33884,False,853,False,True,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস,0,86,Club Friendly Games 2025,2025,False,69580,1.0,100,Ended,finished,SR Donaufeld,sr-donaufeld,Donaufeld,M,Football,football,1,1231,DFL,,True,0,2100,AT,AUT,Austria,austria,team,[],#374df5,#374df5,#ffffff,دونوفيلد,СР Донауфельд,,,,,,SC Retz,sc-retz,Retz,M,Football,football,1,684,RET,,False,0,43850,AT,AUT,Austria,austria,team,[],#374df5,#374df5,#ffffff,,СК Ретц,,,,,,1738089336,1.0,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,4.0,2.0,2.0,1.0,0.0,2.0,,,1738089332.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",,,,,,,,,,,,,,,,,,,,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস
ORsxMyb,,False,,True,13392510,1738079100,lask-amateure-oo-sv-oberwart,True,False,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,33884,False,853,False,False,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস,0,86,Club Friendly Games 2025,2025,False,69580,1.0,100,Ended,finished,SV Oberwart,sv-oberwart,Oberwart,M,Football,football,1,619,OBE,,True,0,2139,AT,AUT,Austria,austria,team,[],#374df5,#374df5,#ffffff,إس في أوبيروارت,СВ Оберварт,,,,,,LASK Amateure OÖ,lask-amateure-oo,LASK Amateure ,M,Football,football,1,1611,LASK,False,False,0,164372,AT,AUT,Austria,austria,team,[],#374df5,#374df5,#ffffff,LASK,ФК Юниорс,,,,,,1738089813,2.0,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,,,1738089707.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",,,,,,,,,,,,,,,,,,,,مباريات ودية للأندية,क्लब फ्रेंडली गेम्स,ক্লাব ফ্রেন্ডলি গেমস
