league,year,split,patch,side,position,golddiffat25,xpdiffat25,csdiffat25,kills,assists,deaths,opp_killsat25,opp_assistsat25,opp_deathsat25
1,2025,6,15.02,0,4,2088.0,6.0,4.0,20,46,10,0.0,0.0,0.0
14,2025,5,15.01,1,0,-3822.0,-1299.0,21.0,1,0,5,0.0,0.0,0.0
12,2025,4,15.02,1,5,536.0,305.0,6.0,3,4,5,0.0,0.0,0.0
5,2025,5,15.01,0,0,-171.0,-156.0,-9.0,5,9,1,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,1,10,2,0.0,0.0,0.0
3,2025,3,15.01,0,4,-1621.0,2845.0,0.0,29,77,24,0.0,0.0,0.0
6,2025,1,15.01,1,1,645.0,916.0,15.0,1,10,6,0.0,0.0,0.0
16,2025,5,15.02,0,5,995.0,1293.0,30.0,2,2,3,0.0,0.0,0.0
9,2025,2,15.02,1,4,-11803.0,-9603.0,-178.0,11,23,22,0.0,0.0,0.0
9,2025,2,15.02,1,4,9757.0,7190.0,38.0,26,68,14,0.0,0.0,0.0
13,2025,5,15.01,1,5,-1456.0,903.0,25.0,1,0,1,0.0,0.0,0.0
9,2025,2,15.02,1,3,827.0,78.0,-3.0,1,18,7,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,0,17,4,0.0,0.0,0.0
15,2025,5,15.01,0,2,1180.0,-655.0,-17.0,7,5,5,0.0,0.0,0.0
10,2025,4,15.01,1,0,0.0,0.0,0.0,2,1,4,0.0,0.0,0.0
5,2025,5,15.01,1,0,-1456.0,-1462.0,-29.0,0,2,0,0.0,0.0,0.0
13,2025,5,15.01,1,2,1484.0,1979.0,49.0,4,8,1,0.0,0.0,0.0
2,2025,0,15.01,1,4,-2432.0,-3250.0,-11.0,4,13,6,0.0,0.0,0.0
15,2025,5,15.02,1,1,1771.0,4157.0,52.0,3,6,0,0.0,0.0,0.0
15,2025,5,15.01,1,2,3067.0,565.0,-22.0,8,8,1,0.0,0.0,0.0
3,2025,3,15.01,0,1,1451.0,112.0,4.0,1,8,2,0.0,0.0,0.0
7,2025,5,15.01,0,1,0.0,0.0,0.0,9,13,1,0.0,0.0,0.0
17,2025,5,15.01,0,5,424.0,573.0,23.0,3,7,2,0.0,0.0,0.0
3,2025,3,15.01,0,2,-2154.0,-3097.0,-54.0,3,5,10,0.0,0.0,0.0
0,2025,5,15.02,1,5,1539.0,2596.0,57.0,7,7,3,0.0,0.0,0.0
1,2025,6,15.02,0,0,2178.0,1842.0,33.0,6,8,2,0.0,0.0,0.0
10,2025,4,15.01,1,0,0.0,0.0,0.0,8,6,1,0.0,0.0,0.0
1,2025,6,15.02,0,2,1554.0,4978.0,67.0,9,7,3,0.0,0.0,0.0
9,2025,2,15.02,1,5,-3316.0,-376.0,-15.0,0,8,4,0.0,0.0,0.0
14,2025,5,15.01,0,1,-224.0,-176.0,-11.0,2,11,1,0.0,0.0,0.0
10,2025,4,15.02,1,1,0.0,0.0,0.0,3,10,3,0.0,0.0,0.0
13,2025,5,15.01,0,4,5458.0,4680.0,53.0,16,40,14,0.0,0.0,0.0
2,2025,0,15.01,0,2,-96.0,-2080.0,-32.0,5,4,2,0.0,0.0,0.0
8,2025,5,15.01,1,1,-1579.0,-1942.0,-5.0,1,1,4,0.0,0.0,0.0
1,2025,6,15.01,1,0,-869.0,-186.0,-36.0,5,11,9,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,5,8,0,0.0,0.0,0.0
2,2025,0,15.01,0,5,-1352.0,-966.0,-32.0,4,3,6,0.0,0.0,0.0
9,2025,2,15.02,0,3,0.0,0.0,0.0,0,1,6,0.0,0.0,0.0
7,2025,5,15.01,0,4,2130.0,1207.0,-14.0,19,41,27,0.0,0.0,0.0
7,2025,5,15.01,1,5,1776.0,1856.0,53.0,4,6,9,0.0,0.0,0.0
3,2025,3,15.01,1,2,-377.0,-1585.0,-52.0,9,6,3,0.0,0.0,0.0
14,2025,5,15.01,0,5,-362.0,-1095.0,-8.0,4,4,5,0.0,0.0,0.0
12,2025,4,15.02,0,3,187.0,1009.0,5.0,0,14,1,0.0,0.0,0.0
13,2025,5,15.01,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0
11,2025,4,15.02,1,5,3217.0,2180.0,38.0,5,7,4,0.0,0.0,0.0
0,2025,5,15.01,0,4,3233.0,-1299.0,-9.0,13,27,18,0.0,0.0,0.0
2,2025,0,15.01,0,2,-10.0,-803.0,-22.0,3,6,3,0.0,0.0,0.0
2,2025,0,15.01,1,5,-2991.0,-1667.0,-48.0,2,5,4,0.0,0.0,0.0
13,2025,5,15.02,1,0,0.0,0.0,0.0,1,3,4,0.0,0.0,0.0
2,2025,0,15.01,0,2,705.0,638.0,-7.0,7,9,6,0.0,0.0,0.0
9,2025,2,15.02,1,4,659.0,-795.0,-17.0,19,38,15,0.0,0.0,0.0
15,2025,5,15.01,1,0,1017.0,789.0,17.0,5,7,4,0.0,0.0,0.0
4,2025,4,15.02,1,2,-691.0,205.0,-1.0,3,10,2,0.0,0.0,0.0
13,2025,5,15.01,1,5,144.0,-11.0,11.0,3,4,4,0.0,0.0,0.0
6,2025,1,15.01,0,0,1825.0,269.0,-7.0,8,7,3,0.0,0.0,0.0
10,2025,4,15.01,0,4,0.0,0.0,0.0,7,16,20,0.0,0.0,0.0
2,2025,0,15.01,0,3,912.0,1583.0,9.0,0,21,2,0.0,0.0,0.0
10,2025,4,15.01,1,0,0.0,0.0,0.0,9,5,3,0.0,0.0,0.0
2,2025,0,15.01,0,4,-2232.0,-2538.0,21.0,15,30,21,0.0,0.0,0.0
17,2025,5,15.02,1,5,-1884.0,-1695.0,8.0,0,0,1,0.0,0.0,0.0
14,2025,5,15.01,1,0,-536.0,-1182.0,-39.0,3,7,4,0.0,0.0,0.0
4,2025,4,15.01,0,2,-1962.0,-1544.0,-23.0,1,3,5,0.0,0.0,0.0
9,2025,2,15.02,1,0,397.0,-101.0,-24.0,7,10,7,0.0,0.0,0.0
5,2025,5,15.01,0,1,-1614.0,-744.0,-13.0,2,12,3,0.0,0.0,0.0
16,2025,5,15.02,0,0,1737.0,970.0,-16.0,11,12,2,0.0,0.0,0.0
9,2025,2,15.02,1,0,-1056.0,276.0,17.0,5,11,4,0.0,0.0,0.0
4,2025,4,15.02,0,5,759.0,2054.0,7.0,0,3,0,0.0,0.0,0.0
5,2025,5,15.02,1,2,1268.0,1532.0,42.0,7,3,0,0.0,0.0,0.0
6,2025,1,15.01,1,4,0.0,0.0,0.0,2,7,16,0.0,0.0,0.0
2,2025,0,15.01,1,5,-657.0,-553.0,14.0,1,2,5,0.0,0.0,0.0
10,2025,4,15.01,1,0,0.0,0.0,0.0,5,4,1,0.0,0.0,0.0
12,2025,4,15.02,1,4,-1402.0,-4427.0,-56.0,11,25,16,0.0,0.0,0.0
14,2025,5,15.01,0,2,-4242.0,-2229.0,-46.0,2,6,4,0.0,0.0,0.0
9,2025,2,15.02,1,3,-38.0,1311.0,-2.0,2,19,2,0.0,0.0,0.0
10,2025,4,15.01,0,4,0.0,0.0,0.0,14,29,22,0.0,0.0,0.0
11,2025,4,15.02,0,5,-1252.0,-709.0,2.0,1,2,4,0.0,0.0,0.0
3,2025,3,15.01,1,2,238.0,1686.0,8.0,4,1,4,0.0,0.0,0.0
4,2025,4,15.01,0,5,-605.0,-1221.0,-15.0,2,5,5,0.0,0.0,0.0
2,2025,0,15.01,0,5,1520.0,1750.0,21.0,2,12,0,0.0,0.0,0.0
4,2025,4,15.02,1,3,-1215.0,-1592.0,-3.0,1,0,3,0.0,0.0,0.0
11,2025,4,15.02,1,3,599.0,1214.0,-12.0,0,15,0,0.0,0.0,0.0
7,2025,5,15.01,0,3,-154.0,238.0,7.0,0,23,7,0.0,0.0,0.0
10,2025,4,15.02,1,2,0.0,0.0,0.0,4,4,1,0.0,0.0,0.0
11,2025,4,15.02,0,3,-1782.0,-1739.0,7.0,0,7,8,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,4,7,2,0.0,0.0,0.0
14,2025,5,15.01,0,0,-2.0,-399.0,-49.0,3,3,2,0.0,0.0,0.0
5,2025,5,15.02,0,5,-2473.0,-443.0,-37.0,1,2,2,0.0,0.0,0.0
2,2025,0,15.01,1,3,-221.0,-657.0,-6.0,1,14,8,0.0,0.0,0.0
10,2025,4,15.01,1,0,0.0,0.0,0.0,3,8,3,0.0,0.0,0.0
15,2025,5,15.01,1,0,-523.0,-2340.0,-13.0,2,2,5,0.0,0.0,0.0
5,2025,5,15.02,0,3,544.0,1100.0,7.0,2,13,2,0.0,0.0,0.0
10,2025,4,15.02,1,3,0.0,0.0,0.0,1,16,2,0.0,0.0,0.0
7,2025,5,15.01,0,2,2116.0,2105.0,51.0,6,10,0,0.0,0.0,0.0
17,2025,5,15.01,0,1,-439.0,-1144.0,-37.0,3,11,0,0.0,0.0,0.0
13,2025,5,15.01,1,3,583.0,1044.0,-4.0,2,18,1,0.0,0.0,0.0
3,2025,3,15.01,1,2,893.0,1354.0,11.0,2,10,0,0.0,1.0,1.0
10,2025,4,15.02,1,5,0.0,0.0,0.0,1,4,4,0.0,0.0,0.0
13,2025,5,15.01,0,5,1420.0,413.0,3.0,6,7,2,2.0,0.0,2.0
15,2025,5,15.02,0,3,-157.0,-1157.0,16.0,0,14,4,0.0,0.0,0.0
5,2025,5,15.01,0,3,3.0,-512.0,-17.0,1,13,4,0.0,0.0,0.0
9,2025,2,15.02,1,2,1986.0,2222.0,21.0,7,8,4,0.0,0.0,0.0
13,2025,5,15.01,0,4,-8834.0,-4978.0,9.0,9,13,27,0.0,0.0,0.0
9,2025,2,15.02,0,0,0.0,0.0,0.0,2,0,4,0.0,0.0,0.0
14,2025,5,15.01,0,4,3928.0,2225.0,-33.0,21,57,5,0.0,0.0,0.0
13,2025,5,15.01,0,1,186.0,534.0,1.0,1,4,2,0.0,0.0,0.0
10,2025,4,15.02,0,1,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0
4,2025,4,15.01,0,0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0
6,2025,1,15.01,0,1,2549.0,1512.0,4.0,5,12,1,0.0,0.0,0.0
10,2025,4,15.02,1,5,0.0,0.0,0.0,1,11,2,0.0,0.0,0.0
10,2025,4,15.01,0,4,0.0,0.0,0.0,19,45,5,0.0,0.0,0.0
9,2025,2,15.02,1,2,-1726.0,-1524.0,-10.0,7,3,4,0.0,0.0,0.0
14,2025,5,15.01,0,4,-6095.0,-758.0,-17.0,7,14,22,0.0,0.0,0.0
7,2025,5,15.01,0,0,-226.0,927.0,25.0,10,12,0,0.0,0.0,0.0
3,2025,3,15.01,0,1,-408.0,-1085.0,-19.0,7,11,6,0.0,0.0,0.0
2,2025,0,15.01,0,0,-2621.0,-3345.0,-34.0,1,4,4,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,4,1,5,0.0,0.0,0.0
10,2025,4,15.01,1,2,0.0,0.0,0.0,6,11,2,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,0,19,1,0.0,0.0,0.0
5,2025,5,15.01,1,1,-240.0,-990.0,-2.0,0,2,4,0.0,0.0,0.0
12,2025,4,15.02,1,0,1456.0,2292.0,44.0,9,6,3,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,1,3,3,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,15,4,0,0.0,0.0,0.0
13,2025,5,15.01,1,1,13.0,833.0,7.0,1,19,5,0.0,0.0,0.0
7,2025,5,15.01,0,1,-1386.0,-1369.0,-38.0,2,8,6,0.0,0.0,0.0
2,2025,0,15.01,1,5,1553.0,1514.0,37.0,2,9,2,0.0,0.0,0.0
4,2025,4,15.01,0,4,6287.0,4852.0,81.0,15,29,4,0.0,0.0,0.0
4,2025,4,15.01,1,3,720.0,1722.0,-3.0,0,17,3,0.0,0.0,0.0
5,2025,5,15.02,1,5,307.0,-449.0,7.0,1,4,4,0.0,0.0,0.0
9,2025,2,15.02,0,5,2564.0,3686.0,24.0,3,10,0,0.0,0.0,0.0
7,2025,5,15.01,1,3,-2001.0,-2729.0,2.0,0,3,8,0.0,0.0,0.0
1,2025,6,15.02,1,3,-271.0,547.0,2.0,0,8,4,0.0,0.0,0.0
4,2025,4,15.01,0,1,-2698.0,-3622.0,-49.0,2,10,7,0.0,0.0,0.0
2,2025,0,15.01,0,1,1831.0,1568.0,32.0,2,5,1,0.0,0.0,0.0
9,2025,2,15.02,1,5,1396.0,2092.0,28.0,5,6,7,0.0,0.0,0.0
5,2025,5,15.02,0,4,9736.0,4242.0,59.0,16,32,4,0.0,0.0,0.0
2,2025,0,15.01,0,4,5782.0,5721.0,50.0,17,35,3,0.0,0.0,0.0
13,2025,5,15.01,0,5,1536.0,3324.0,55.0,2,8,0,0.0,0.0,0.0
5,2025,5,15.01,0,0,2577.0,3262.0,60.0,8,13,0,0.0,0.0,0.0
15,2025,5,15.02,0,5,783.0,365.0,22.0,6,6,0,0.0,0.0,0.0
14,2025,5,15.01,1,2,185.0,1023.0,7.0,3,6,3,0.0,0.0,0.0
3,2025,3,15.01,0,0,1298.0,-386.0,16.0,3,0,2,0.0,0.0,0.0
15,2025,5,15.02,0,3,697.0,1043.0,-1.0,0,15,1,0.0,0.0,0.0
4,2025,4,15.01,0,4,6493.0,4857.0,69.0,17,38,5,0.0,0.0,0.0
0,2025,5,15.02,1,4,521.0,1290.0,56.0,18,50,25,0.0,0.0,0.0
1,2025,6,15.02,0,5,-1727.0,-1421.0,-40.0,3,5,5,0.0,0.0,0.0
13,2025,5,15.01,0,0,0.0,0.0,0.0,5,4,0,0.0,0.0,0.0
9,2025,2,15.02,1,4,537.0,1586.0,-33.0,23,57,15,0.0,0.0,0.0
3,2025,3,15.01,0,5,-1022.0,-853.0,-27.0,0,2,3,0.0,0.0,0.0
5,2025,5,15.02,1,5,0.0,0.0,0.0,1,0,4,0.0,0.0,0.0
3,2025,3,15.01,0,2,-2491.0,-2523.0,-13.0,1,2,4,4.0,5.0,1.0
13,2025,5,15.01,0,0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0
13,2025,5,15.01,1,2,0.0,0.0,0.0,1,1,4,0.0,0.0,0.0
3,2025,3,15.01,0,4,-2250.0,-1537.0,-18.0,9,24,18,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,0,8,8,0.0,0.0,0.0
10,2025,4,15.01,0,5,0.0,0.0,0.0,1,5,7,0.0,0.0,0.0
15,2025,5,15.01,1,2,-1700.0,-1343.0,-26.0,5,3,2,0.0,0.0,0.0
9,2025,2,15.02,0,3,1265.0,249.0,-8.0,1,12,1,0.0,0.0,0.0
3,2025,3,15.01,0,5,529.0,-517.0,16.0,3,7,3,0.0,0.0,0.0
7,2025,5,15.01,0,2,1218.0,972.0,26.0,6,8,1,0.0,0.0,0.0
4,2025,4,15.02,1,2,227.0,1974.0,2.0,3,11,1,0.0,0.0,0.0
10,2025,4,15.01,1,1,0.0,0.0,0.0,3,8,1,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,1,19,1,0.0,0.0,0.0
17,2025,5,15.01,1,0,-2618.0,-1564.0,-24.0,2,2,7,0.0,0.0,0.0
13,2025,5,15.01,0,0,596.0,1758.0,21.0,5,4,0,0.0,0.0,0.0
13,2025,5,15.01,0,4,0.0,0.0,0.0,2,5,11,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,3,12,2,0.0,0.0,0.0
3,2025,3,15.01,1,5,-1614.0,-1635.0,-16.0,3,1,2,0.0,0.0,0.0
9,2025,2,15.02,1,0,1157.0,112.0,-1.0,15,7,5,0.0,0.0,0.0
6,2025,1,15.01,1,3,-356.0,-383.0,26.0,0,7,7,0.0,0.0,0.0
15,2025,5,15.02,1,3,-373.0,-685.0,3.0,0,2,10,0.0,0.0,0.0
12,2025,4,15.02,0,1,-180.0,989.0,16.0,1,8,4,0.0,0.0,0.0
9,2025,2,15.02,1,5,-4968.0,-2742.0,-83.0,1,3,3,0.0,0.0,0.0
2,2025,0,15.01,1,4,-12060.0,-8885.0,1.0,8,15,27,0.0,0.0,0.0
2,2025,0,15.01,0,2,-2838.0,-2711.0,-31.0,2,7,7,0.0,0.0,0.0
9,2025,2,15.02,1,4,-8051.0,-7473.0,-12.0,7,10,36,0.0,0.0,0.0
7,2025,5,15.01,1,0,-1878.0,-741.0,-33.0,7,4,4,0.0,0.0,0.0
4,2025,4,15.01,0,1,-181.0,-382.0,22.0,6,9,5,0.0,0.0,0.0
17,2025,5,15.01,0,2,278.0,1495.0,42.0,6,10,3,0.0,0.0,0.0
2,2025,0,15.01,1,5,-67.0,-32.0,-4.0,5,8,4,0.0,0.0,0.0
15,2025,5,15.01,1,3,835.0,-673.0,14.0,2,18,1,0.0,0.0,0.0
2,2025,0,15.01,0,5,2760.0,1988.0,-33.0,7,14,1,0.0,0.0,0.0
1,2025,6,15.01,0,3,-776.0,-1691.0,-6.0,1,19,6,0.0,0.0,0.0
2,2025,0,15.01,1,1,360.0,52.0,-3.0,3,3,4,0.0,0.0,0.0
1,2025,6,15.02,0,4,754.0,947.0,3.0,17,40,17,0.0,0.0,0.0
13,2025,5,15.02,1,5,0.0,0.0,0.0,6,9,4,0.0,0.0,0.0
10,2025,4,15.01,0,0,0.0,0.0,0.0,3,5,5,0.0,0.0,0.0
9,2025,2,15.02,1,5,-522.0,-1704.0,-26.0,2,5,5,0.0,0.0,0.0
0,2025,5,15.01,1,4,1697.0,-224.0,-39.0,14,31,21,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,4,5,4,0.0,0.0,0.0
14,2025,5,15.01,1,5,2183.0,-233.0,32.0,7,6,1,0.0,0.0,0.0
6,2025,1,15.01,1,5,285.0,-271.0,-6.0,3,3,2,0.0,0.0,0.0
2,2025,0,15.01,1,3,921.0,2187.0,14.0,1,18,2,0.0,0.0,0.0
3,2025,3,15.01,0,4,286.0,-404.0,0.0,25,67,11,0.0,0.0,0.0
13,2025,5,15.01,0,5,1513.0,1478.0,11.0,5,8,0,0.0,0.0,0.0
3,2025,3,15.01,0,2,-604.0,-112.0,4.0,1,1,3,1.0,1.0,0.0
14,2025,5,15.01,0,5,2209.0,2066.0,40.0,3,6,6,0.0,0.0,0.0
3,2025,3,15.01,1,5,995.0,2226.0,-8.0,3,6,0,0.0,0.0,0.0
3,2025,3,15.01,1,2,1834.0,376.0,-8.0,7,7,2,0.0,0.0,0.0
8,2025,5,15.01,1,5,-1468.0,-138.0,-33.0,0,20,4,0.0,0.0,0.0
13,2025,5,15.01,0,1,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0
12,2025,4,15.02,0,3,-224.0,60.0,4.0,1,13,1,0.0,0.0,0.0
9,2025,2,15.02,0,5,-2578.0,-714.0,-59.0,3,2,6,0.0,0.0,0.0
13,2025,5,15.02,1,1,0.0,0.0,0.0,3,2,4,0.0,0.0,0.0
2,2025,0,15.01,1,3,514.0,-110.0,-3.0,3,8,9,0.0,0.0,0.0
12,2025,4,15.02,1,3,225.0,-165.0,5.0,1,17,2,0.0,0.0,0.0
0,2025,5,15.01,1,5,-2845.0,-3665.0,-47.0,2,8,3,0.0,0.0,0.0
9,2025,2,15.02,0,2,1546.0,1963.0,22.0,5,6,0,0.0,0.0,0.0
2,2025,0,15.01,0,4,8652.0,5831.0,46.0,24,71,7,0.0,0.0,0.0
8,2025,5,15.01,1,2,2150.0,2604.0,47.0,5,8,1,0.0,0.0,0.0
13,2025,5,15.01,1,4,-2562.0,-1202.0,-59.0,6,19,15,0.0,0.0,0.0
13,2025,5,15.01,0,5,778.0,-113.0,-3.0,3,1,3,0.0,0.0,0.0
5,2025,5,15.02,0,0,461.0,-1054.0,-4.0,3,2,2,0.0,0.0,0.0
7,2025,5,15.01,1,4,333.0,2158.0,119.0,9,14,18,0.0,0.0,0.0
14,2025,5,15.01,0,2,1140.0,1914.0,21.0,7,9,0,0.0,0.0,0.0
9,2025,2,15.02,0,4,9621.0,6894.0,48.0,22,51,7,0.0,0.0,0.0
4,2025,4,15.02,1,5,2753.0,2373.0,44.0,2,6,1,0.0,0.0,0.0
16,2025,5,15.02,0,0,523.0,419.0,17.0,3,5,2,0.0,0.0,0.0
5,2025,5,15.01,0,0,2738.0,2107.0,25.0,9,10,1,0.0,0.0,0.0
1,2025,6,15.02,0,4,4499.0,1284.0,39.0,20,52,15,0.0,0.0,0.0
9,2025,2,15.02,1,3,-54.0,-1073.0,6.0,0,10,6,0.0,0.0,0.0
5,2025,5,15.01,1,3,1666.0,1777.0,-1.0,1,15,2,0.0,0.0,0.0
7,2025,5,15.01,0,4,6103.0,8608.0,46.0,26,82,12,0.0,0.0,0.0
5,2025,5,15.02,1,4,-4626.0,-6269.0,-71.0,10,19,16,0.0,0.0,0.0
17,2025,5,15.01,0,5,1049.0,52.0,1.0,4,2,5,0.0,0.0,0.0
5,2025,5,15.01,1,3,-461.0,165.0,9.0,0,20,2,0.0,0.0,0.0
2,2025,0,15.01,1,0,468.0,381.0,48.0,7,6,3,0.0,0.0,0.0
1,2025,6,15.01,0,0,869.0,186.0,36.0,10,13,5,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,0,4,2,0.0,0.0,0.0
10,2025,4,15.01,1,2,0.0,0.0,0.0,5,4,1,0.0,0.0,0.0
6,2025,1,15.01,0,5,-1394.0,-177.0,31.0,2,7,6,0.0,0.0,0.0
9,2025,2,15.02,0,0,1703.0,2454.0,23.0,9,16,1,0.0,0.0,0.0
10,2025,4,15.02,1,2,0.0,0.0,0.0,8,5,4,0.0,0.0,0.0
16,2025,5,15.02,1,0,-1737.0,-970.0,16.0,2,6,6,0.0,0.0,0.0
3,2025,3,15.01,0,1,12.0,1560.0,24.0,6,18,5,0.0,0.0,0.0
2,2025,0,15.01,1,0,3398.0,543.0,45.0,3,8,1,0.0,0.0,0.0
13,2025,5,15.01,1,0,0.0,0.0,0.0,3,5,0,0.0,0.0,0.0
5,2025,5,15.01,1,1,4.0,1221.0,28.0,2,16,6,0.0,0.0,0.0
4,2025,4,15.01,1,4,8264.0,3376.0,9.0,24,69,6,0.0,0.0,0.0
7,2025,5,15.01,1,1,1007.0,2416.0,44.0,0,11,3,0.0,0.0,0.0
2,2025,0,15.01,0,1,-704.0,487.0,-29.0,1,3,1,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,1,4,4,0.0,0.0,0.0
14,2025,5,15.01,0,5,-865.0,461.0,-21.0,3,16,6,0.0,0.0,0.0
1,2025,6,15.02,0,5,1506.0,1128.0,-15.0,10,14,2,0.0,0.0,0.0
13,2025,5,15.01,1,3,-76.0,-1408.0,-6.0,1,14,2,0.0,0.0,0.0
4,2025,4,15.02,1,1,2005.0,2262.0,32.0,2,6,5,0.0,0.0,0.0
4,2025,4,15.01,1,2,1358.0,1082.0,14.0,1,13,1,0.0,0.0,0.0
5,2025,5,15.02,1,3,-1244.0,-1222.0,-7.0,0,5,7,0.0,0.0,0.0
13,2025,5,15.02,0,2,136.0,914.0,57.0,1,4,3,0.0,0.0,0.0
1,2025,6,15.02,0,1,1214.0,-722.0,-50.0,6,15,2,0.0,0.0,0.0
12,2025,4,15.02,1,5,3240.0,1845.0,46.0,4,10,2,0.0,0.0,0.0
8,2025,5,15.01,1,5,264.0,954.0,-14.0,0,8,0,0.0,0.0,0.0
9,2025,2,15.02,1,5,4564.0,2741.0,25.0,9,10,1,0.0,0.0,0.0
2,2025,0,15.01,1,4,-2064.0,-131.0,-72.0,13,31,23,0.0,0.0,0.0
2,2025,0,15.01,1,0,-5538.0,-3388.0,-62.0,2,2,3,0.0,0.0,0.0
8,2025,5,15.01,0,1,-3491.0,-3691.0,-59.0,0,1,3,0.0,0.0,0.0
7,2025,5,15.01,1,2,-1954.0,-925.0,16.0,1,3,7,0.0,0.0,0.0
13,2025,5,15.01,0,4,-7947.0,-10961.0,26.0,7,10,28,0.0,0.0,0.0
3,2025,3,15.01,1,5,-1189.0,-2123.0,-51.0,4,4,3,0.0,0.0,0.0
2,2025,0,15.01,1,2,-818.0,-15.0,12.0,1,2,5,0.0,0.0,0.0
2,2025,0,15.01,0,0,0.0,0.0,0.0,1,3,5,0.0,0.0,0.0
5,2025,5,15.02,0,5,-307.0,449.0,-7.0,0,8,2,0.0,0.0,0.0
9,2025,2,15.02,0,1,0.0,0.0,0.0,9,3,0,0.0,0.0,0.0
10,2025,4,15.01,0,4,0.0,0.0,0.0,18,44,10,0.0,0.0,0.0
12,2025,4,15.02,0,3,599.0,971.0,11.0,0,15,0,0.0,0.0,0.0
5,2025,5,15.01,0,1,2609.0,2343.0,62.0,6,16,0,0.0,0.0,0.0
10,2025,4,15.01,1,4,0.0,0.0,0.0,17,41,8,0.0,0.0,0.0
10,2025,4,15.01,1,5,0.0,0.0,0.0,1,22,6,0.0,0.0,0.0
0,2025,5,15.02,0,5,-1546.0,-790.0,-44.0,3,8,4,0.0,0.0,0.0
3,2025,3,15.01,1,1,-1196.0,-1077.0,-11.0,3,0,3,0.0,0.0,0.0
13,2025,5,15.01,1,0,-596.0,-1758.0,-21.0,2,4,2,0.0,0.0,0.0
8,2025,5,15.01,1,3,-360.0,-918.0,-22.0,3,5,5,0.0,0.0,0.0
9,2025,2,15.02,1,0,0.0,0.0,0.0,3,3,3,0.0,0.0,0.0
3,2025,3,15.01,0,5,-2129.0,-2571.0,-5.0,3,1,6,0.0,0.0,0.0
17,2025,5,15.01,1,2,1493.0,896.0,11.0,5,9,1,0.0,0.0,0.0
9,2025,2,15.02,1,2,-1575.0,-1341.0,-4.0,1,3,6,0.0,0.0,0.0
5,2025,5,15.01,1,3,-619.0,-372.0,6.0,2,4,11,0.0,0.0,0.0
5,2025,5,15.02,0,0,-427.0,738.0,-16.0,4,3,1,0.0,0.0,0.0
3,2025,3,15.01,1,5,-991.0,-1129.0,-24.0,4,3,6,0.0,0.0,0.0
8,2025,5,15.01,1,0,-2526.0,-951.0,-28.0,11,9,2,0.0,0.0,0.0
10,2025,4,15.01,0,4,0.0,0.0,0.0,13,29,2,0.0,0.0,0.0
3,2025,3,15.01,1,1,-276.0,-417.0,2.0,2,1,2,2.0,2.0,2.0
4,2025,4,15.01,1,2,3166.0,670.0,7.0,10,9,0,0.0,0.0,0.0
9,2025,2,15.02,0,1,675.0,902.0,8.0,2,5,5,0.0,0.0,0.0
3,2025,3,15.01,0,3,-956.0,-1969.0,7.0,0,2,5,0.0,0.0,0.0
5,2025,5,15.02,1,0,-3325.0,-886.0,-18.0,0,3,5,0.0,0.0,0.0
3,2025,3,15.01,0,1,-15.0,293.0,16.0,2,1,3,1.0,4.0,0.0
5,2025,5,15.02,0,5,-587.0,-249.0,-22.0,1,9,2,0.0,0.0,0.0
11,2025,4,15.02,0,4,-2051.0,-266.0,-79.0,11,29,12,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,0,12,1,0.0,0.0,0.0
3,2025,3,15.01,1,1,1135.0,1955.0,51.0,7,10,3,0.0,0.0,0.0
12,2025,4,15.02,0,1,4441.0,3662.0,21.0,9,6,0,0.0,0.0,0.0
14,2025,5,15.01,1,1,-3392.0,-2643.0,-51.0,0,3,6,0.0,0.0,0.0
13,2025,5,15.01,0,2,1182.0,1410.0,24.0,6,11,2,0.0,0.0,0.0
6,2025,1,15.01,1,4,-11424.0,-8288.0,-86.0,8,15,24,0.0,0.0,0.0
4,2025,4,15.01,0,2,-1852.0,-228.0,-3.0,4,8,2,0.0,0.0,0.0
